Aluno: Vitor Allace Marques Costa		6 periodo - BCC 2023

PID	|	EXEC	|	TP	|	CP	|	NES	|	nCPU
5		8000		684		685		35		35
6		2000		404		405		34		34
6		2000		420		421		34		35
6		2000		420		421		35		35
7		5000		553		554		34		34
7		5000		593		594		34		35
7		5000		593		594		35		35
8		4000		491		492		34		34
8		4000		497		498		34		35
8		4000		497		498		35		35
9		10000		694		695		34		34
9		10000		701		702		34		35
9		10000		701		702		35		35
0		10000		512		513		35		35
0		10000		521		522		35		36
0		10000		521		522		36		36
1		5000		563		564		35		35
1		5000		575		576		35		36
1		5000		575		576		36		36
2		7000		544		545		35		35
2		7000		566		567		35		36
2		7000		566		567		36		36
3		3000		576		577		35		35
3		3000		593		594		35		36
3		3000		593		594		36		36
4		3000		688		689		35		35
4		3000		722		723		35		36
4		3000		722		723		36		36
5		8000		684		685		35		35
5		8000		693		694		35		36
5		8000		693		694		36		36
6		2000		420		421		35		35
6		2000		443		444		35		36
6		2000		443		444		36		36
7		5000		593		594		35		35
7		5000		612		613		35		36
7		5000		612		613		36		36
8		4000		497		498		35		35
8		4000		524		525		35		36
8		4000		524		525		36		36
9		10000		701		702		35		35
9		10000		746		747		35		36
9		10000		746		747		36		36
0		10000		521		522		36		36
0		10000		523		524		36		37
0		10000		523		524		37		37
1		5000		575		576		36		36
1		5000		583		584		36		37
1		5000		583		584		37		37
2		7000		566		567		36		36
2		7000		578		579		36		37
2		7000		578		579		37		37
3		3000		593		594		36		36
3		3000		604		605		36		37
3		3000		604		605		37		37
4		3000		722		723		36		36
4		3000		739		740		36		37
4		3000		739		740		37		37
5		8000		693		694		36		36
5		8000		721		722		36		37
5		8000		721		722		37		37
6		2000		443		444		36		36
6		2000		446		447		36		37
6		2000		446		447		37		37
7		5000		612		613		36		36
7		5000		653		654		36		37
7		5000		653		654		37		37
8		4000		524		525		36		36
8		4000		528		529		36		37
8		4000		528		529		37		37
9		10000		746		747		36		36
9		10000		770		771		36		37
9		10000		770		771		37		37
0		10000		523		524		37		37
0		10000		541		542		37		38
0		10000		541		542		38		38
1		5000		583		584		37		37
1		5000		595		596		37		38
1		5000		595		596		38		38
2		7000		578		579		37		37
2		7000		584		585		37		38
2		7000		584		585		38		38
3		3000		604		605		37		37
3		3000		618		619		37		38
3		3000		618		619		38		38
4		3000		739		740		37		37
4		3000		754		755		37		38
4		3000		754		755		38		38
5		8000		721		722		37		37
5		8000		742		743		37		38
5		8000		742		743		38		38
6		2000		446		447		37		37
6		2000		453		454		37		38
6		2000		453		454		38		38
7		5000		653		654		37		37
7		5000		667		668		37		38
7		5000		667		668		38		38
8		4000		528		529		37		37
8		4000		547		548		37		38
8		4000		547		548		38		38
9		10000		770		771		37		37
9		10000		791		792		37		38
9		10000		791		792		38		38
0		10000		541		542		38		38
0		10000		550		551		38		39
0		10000		550		551		39		39
1		5000		595		596		38		38
1		5000		602		603		38		39
1		5000		602		603		39		39
2		7000		584		585		38		38
2		7000		593		594		38		39
2		7000		593		594		39		39
3		3000		618		619		38		38
3		3000		645		646		38		39
3		3000		645		646		39		39
4		3000		754		755		38		38
4		3000		768		769		38		39
4		3000		768		769		39		39
5		8000		742		743		38		38
5		8000		745		746		38		39
5		8000		745		746		39		39
6		2000		453		454		38		38
6		2000		468		469		38		39
6		2000		468		469		39		39
7		5000		667		668		38		38
7		5000		689		690		38		39
7		5000		689		690		39		39
8		4000		547		548		38		38
8		4000		553		554		38		39
8		4000		553		554		39		39
9		10000		791		792		38		38
9		10000		801		802		38		39
9		10000		801		802		39		39
0		10000		550		551		39		39
0		10000		568		569		39		40
0		10000		568		569		40		40
1		5000		602		603		39		39
1		5000		613		614		39		40
1		5000		613		614		40		40
2		7000		593		594		39		39
2		7000		598		599		39		40
2		7000		598		599		40		40
3		3000		645		646		39		39
3		3000		684		685		39		40
3		3000		684		685		40		40
4		3000		768		769		39		39
4		3000		797		798		39		40
4		3000		797		798		40		40
5		8000		745		746		39		39
5		8000		752		753		39		40
5		8000		752		753		40		40
6		2000		468		469		39		39
6		2000		478		479		39		40
6		2000		478		479		40		40
7		5000		689		690		39		39
7		5000		696		697		39		40
7		5000		696		697		40		40
8		4000		553		554		39		39
8		4000		561		562		39		40
8		4000		561		562		40		40
9		10000		801		802		39		39
9		10000		809		810		39		40
9		10000		809		810		40		40
0		10000		568		569		40		40
0		10000		579		580		40		41
0		10000		579		580		41		41
1		5000		613		614		40		40
1		5000		615		616		40		41
1		5000		615		616		41		41
2		7000		598		599		40		40
2		7000		620		621		40		41
2		7000		620		621		41		41
3		3000		684		685		40		40
3		3000		726		727		40		41
3		3000		726		727		41		41
4		3000		797		798		40		40
4		3000		823		824		40		41
4		3000		823		824		41		41
5		8000		752		753		40		40
5		8000		772		773		40		41
5		8000		772		773		41		41
6		2000		478		479		40		40
6		2000		480		481		40		41
6		2000		480		481		41		41
7		5000		696		697		40		40
7		5000		714		715		40		41
7		5000		714		715		41		41
8		4000		561		562		40		40
8		4000		566		567		40		41
8		4000		566		567		41		41
9		10000		809		810		40		40
9		10000		817		818		40		41
9		10000		817		818		41		41
0		10000		579		580		41		41
0		10000		583		584		41		42
0		10000		583		584		42		42
1		5000		615		616		41		41
1		5000		620		621		41		42
1		5000		620		621		42		42
2		7000		620		621		41		41
2		7000		628		629		41		42
2		7000		628		629		42		42
3		3000		726		727		41		41
3		3000		729		730		41		42
3		3000		729		730		42		42
4		3000		823		824		41		41
4		3000		826		827		41		42
4		3000		826		827		42		42
5		8000		772		773		41		41
5		8000		818		819		41		42
5		8000		818		819		42		42
6		2000		480		481		41		41
6		2000		516		517		41		42
6		2000		516		517		42		42
7		5000		714		715		41		41
7		5000		744		745		41		42
7		5000		744		745		42		42
8		4000		566		567		41		41
8		4000		570		571		41		42
8		4000		570		571		42		42
9		10000		817		818		41		41
9		10000		843		844		41		42
9		10000		843		844		42		42
0		10000		583		584		42		42
0		10000		591		592		42		43
0		10000		591		592		43		43
1		5000		620		621		42		42
1		5000		681		682		42		43
1		5000		681		682		43		43
2		7000		628		629		42		42
2		7000		649		650		42		43
2		7000		649		650		43		43
3		3000		729		730		42		42
3		3000		748		749		42		43
3		3000		748		749		43		43
4		3000		826		827		42		42
4		3000		832		833		42		43
4		3000		832		833		43		43
5		8000		818		819		42		42
5		8000		837		838		42		43
5		8000		837		838		43		43
6		2000		516		517		42		42
6		2000		549		550		42		43
6		2000		549		550		43		43
7		5000		744		745		42		42
7		5000		768		769		42		43
7		5000		768		769		43		43
8		4000		570		571		42		42
8		4000		595		596		42		43
8		4000		595		596		43		43
9		10000		843		844		42		42
9		10000		852		853		42		43
9		10000		852		853		43		43
0		10000		591		592		43		43
0		10000		594		595		43		44
0		10000		594		595		44		44
1		5000		681		682		43		43
1		5000		723		724		43		44
1		5000		723		724		44		44
2		7000		649		650		43		43
2		7000		660		661		43		44
2		7000		660		661		44		44
3		3000		748		749		43		43
3		3000		768		769		43		44
3		3000		768		769		44		44
4		3000		832		833		43		43
4		3000		837		838		43		44
4		3000		837		838		44		44
5		8000		837		838		43		43
5		8000		841		842		43		44
5		8000		841		842		44		44
6		2000		549		550		43		43
6		2000		565		566		43		44
6		2000		565		566		44		44
7		5000		768		769		43		43
7		5000		835		836		43		44
7		5000		835		836		44		44
8		4000		595		596		43		43
8		4000		609		610		43		44
8		4000		609		610		44		44
9		10000		852		853		43		43
9		10000		862		863		43		44
9		10000		862		863		44		44
0		10000		594		595		44		44
0		10000		624		625		44		45
0		10000		624		625		45		45
1		5000		723		724		44		44
1		5000		742		743		44		45
1		5000		742		743		45		45
2		7000		660		661		44		44
2		7000		684		685		44		45
2		7000		684		685		45		45
3		3000		768		769		44		44
3		3000		795		796		44		45
3		3000		795		796		45		45
4		3000		837		838		44		44
4		3000		840		841		44		45
4		3000		840		841		45		45
5		8000		841		842		44		44
5		8000		914		915		44		45
5		8000		914		915		45		45
6		2000		565		566		44		44
6		2000		589		590		44		45
6		2000		589		590		45		45
7		5000		835		836		44		44
7		5000		883		884		44		45
7		5000		883		884		45		45
8		4000		609		610		44		44
8		4000		629		630		44		45
8		4000		629		630		45		45
9		10000		862		863		44		44
9		10000		941		942		44		45
9		10000		941		942		45		45
0		10000		624		625		45		45
0		10000		636		637		45		46
0		10000		636		637		46		46
1		5000		742		743		45		45
1		5000		760		761		45		46
1		5000		760		761		46		46
2		7000		684		685		45		45
2		7000		696		697		45		46
2		7000		696		697		46		46
3		3000		795		796		45		45
3		3000		800		801		45		46
3		3000		800		801		46		46
4		3000		840		841		45		45
4		3000		853		854		45		46
4		3000		853		854		46		46
5		8000		914		915		45		45
5		8000		927		928		45		46
5		8000		927		928		46		46
6		2000		589		590		45		45
6		2000		597		598		45		46
6		2000		597		598		46		46
7		5000		883		884		45		45
7		5000		895		896		45		46
7		5000		895		896		46		46
8		4000		629		630		45		45
8		4000		666		667		45		46
8		4000		666		667		46		46
9		10000		941		942		45		45
9		10000		945		946		45		46
9		10000		945		946		46		46
0		10000		636		637		46		46
0		10000		678		679		46		47
0		10000		678		679		47		47
1		5000		760		761		46		46
1		5000		773		774		46		47
1		5000		773		774		47		47
2		7000		696		697		46		46
2		7000		707		708		46		47
2		7000		707		708		47		47
3		3000		800		801		46		46
3		3000		810		811		46		47
3		3000		810		811		47		47
4		3000		853		854		46		46
4		3000		871		872		46		47
4		3000		871		872		47		47
5		8000		927		928		46		46
5		8000		941		942		46		47
5		8000		941		942		47		47
6		2000		597		598		46		46
6		2000		602		603		46		47
6		2000		602		603		47		47
7		5000		895		896		46		46
7		5000		907		908		46		47
7		5000		907		908		47		47
8		4000		666		667		46		46
8		4000		675		676		46		47
8		4000		675		676		47		47
9		10000		945		946		46		46
9		10000		955		956		46		47
9		10000		955		956		47		47
0		10000		678		679		47		47
0		10000		707		708		47		48
0		10000		707		708		48		48
1		5000		773		774		47		47
1		5000		795		796		47		48
1		5000		795		796		48		48
2		7000		707		708		47		47
2		7000		714		715		47		48
2		7000		714		715		48		48
3		3000		810		811		47		47
3		3000		812		813		47		48
3		3000		812		813		48		48
4		3000		871		872		47		47
4		3000		909		910		47		48
4		3000		909		910		48		48
5		8000		941		942		47		47
5		8000		946		947		47		48
5		8000		946		947		48		48
6		2000		602		603		47		47
6		2000		613		614		47		48
6		2000		613		614		48		48
7		5000		907		908		47		47
7		5000		910		911		47		48
7		5000		910		911		48		48
8		4000		675		676		47		47
8		4000		684		685		47		48
8		4000		684		685		48		48
9		10000		955		956		47		47
9		10000		966		967		47		48
9		10000		966		967		48		48
0		10000		707		708		48		48
0		10000		733		734		48		49
0		10000		733		734		49		49
1		5000		795		796		48		48
1		5000		869		870		48		49
1		5000		869		870		49		49
2		7000		714		715		48		48
2		7000		733		734		48		49
2		7000		733		734		49		49
3		3000		812		813		48		48
3		3000		826		827		48		49
3		3000		826		827		49		49
4		3000		909		910		48		48
4		3000		923		924		48		49
4		3000		923		924		49		49
5		8000		946		947		48		48
5		8000		972		973		48		49
5		8000		972		973		49		49
6		2000		613		614		48		48
6		2000		643		644		48		49
6		2000		643		644		49		49
7		5000		910		911		48		48
7		5000		918		919		48		49
7		5000		918		919		49		49
8		4000		684		685		48		48
8		4000		697		698		48		49
8		4000		697		698		49		49
9		10000		966		967		48		48
9		10000		975		976		48		49
9		10000		975		976		49		49
0		10000		733		734		49		49
0		10000		764		765		49		50
0		10000		764		765		50		50
1		5000		869		870		49		49
1		5000		901		902		49		50
1		5000		901		902		50		50
2		7000		733		734		49		49
2		7000		739		740		49		50
2		7000		739		740		50		50
3		3000		826		827		49		49
3		3000		830		831		49		50
3		3000		830		831		50		50
4		3000		923		924		49		49
4		3000		936		937		49		50
4		3000		936		937		50		50
5		8000		972		973		49		49
5		8000		1045		1046		49		50
5		8000		1045		1046		50		50
6		2000		643		644		49		49
6		2000		648		649		49		50
6		2000		648		649		50		50
7		5000		918		919		49		49
7		5000		932		933		49		50
7		5000		932		933		50		50
8		4000		697		698		49		49
8		4000		708		709		49		50
8		4000		708		709		50		50
9		10000		975		976		49		49
9		10000		991		992		49		50
9		10000		991		992		50		50
0		10000		764		765		50		50
0		10000		772		773		50		51
0		10000		772		773		51		51
1		5000		901		902		50		50
1		5000		905		906		50		51
1		5000		905		906		51		51
2		7000		739		740		50		50
2		7000		743		744		50		51
2		7000		743		744		51		51
3		3000		830		831		50		50
3		3000		833		834		50		51
3		3000		833		834		51		51
4		3000		936		937		50		50
4		3000		979		980		50		51
4		3000		979		980		51		51
5		8000		1045		1046		50		50
5		8000		1051		1052		50		51
5		8000		1051		1052		51		51
6		2000		648		649		50		50
6		2000		673		674		50		51
6		2000		673		674		51		51
7		5000		932		933		50		50
7		5000		985		986		50		51
7		5000		985		986		51		51
8		4000		708		709		50		50
8		4000		727		728		50		51
8		4000		727		728		51		51
9		10000		991		992		50		50
9		10000		994		995		50		51
9		10000		994		995		51		51
0		10000		772		773		51		51
0		10000		792		793		51		52
0		10000		792		793		52		52
1		5000		905		906		51		51
1		5000		918		919		51		52
1		5000		918		919		52		52
2		7000		743		744		51		51
2		7000		776		777		51		52
2		7000		776		777		52		52
3		3000		833		834		51		51
3		3000		876		877		51		52
3		3000		876		877		52		52
4		3000		979		980		51		51
4		3000		1014		1015		51		52
4		3000		1014		1015		52		52
5		8000		1051		1052		51		51
5		8000		1066		1067		51		52
5		8000		1066		1067		52		52
6		2000		673		674		51		51
6		2000		701		702		51		52
6		2000		701		702		52		52
7		5000		985		986		51		51
7		5000		988		989		51		52
7		5000		988		989		52		52
8		4000		727		728		51		51
8		4000		746		747		51		52
8		4000		746		747		52		52
9		10000		994		995		51		51
9		10000		1018		1019		51		52
9		10000		1018		1019		52		52
0		10000		792		793		52		52
0		10000		836		837		52		53
0		10000		836		837		53		53
1		5000		918		919		52		52
1		5000		1044		1045		52		53
1		5000		1044		1045		53		53
2		7000		776		777		52		52
2		7000		785		786		52		53
2		7000		785		786		53		53
3		3000		876		877		52		52
3		3000		881		882		52		53
3		3000		881		882		53		53
4		3000		1014		1015		52		52
4		3000		1055		1056		52		53
4		3000		1055		1056		53		53
5		8000		1066		1067		52		52
5		8000		1095		1096		52		53
5		8000		1095		1096		53		53
6		2000		701		702		52		52
6		2000		708		709		52		53
6		2000		708		709		53		53
7		5000		988		989		52		52
7		5000		1033		1034		52		53
7		5000		1033		1034		53		53
8		4000		746		747		52		52
8		4000		749		750		52		53
8		4000		749		750		53		53
9		10000		1018		1019		52		52
9		10000		1023		1024		52		53
9		10000		1023		1024		53		53
0		10000		836		837		53		53
0		10000		838		839		53		54
0		10000		838		839		54		54
1		5000		1044		1045		53		53
1		5000		1065		1066		53		54
1		5000		1065		1066		54		54
2		7000		785		786		53		53
2		7000		840		841		53		54
2		7000		840		841		54		54
3		3000		881		882		53		53
3		3000		884		885		53		54
3		3000		884		885		54		54
4		3000		1055		1056		53		53
4		3000		1079		1080		53		54
4		3000		1079		1080		54		54
5		8000		1095		1096		53		53
5		8000		1116		1117		53		54
5		8000		1116		1117		54		54
6		2000		708		709		53		53
6		2000		716		717		53		54
6		2000		716		717		54		54
7		5000		1033		1034		53		53
7		5000		1091		1092		53		54
7		5000		1091		1092		54		54
8		4000		749		750		53		53
8		4000		753		754		53		54
8		4000		753		754		54		54
9		10000		1023		1024		53		53
9		10000		1062		1063		53		54
9		10000		1062		1063		54		54
0		10000		838		839		54		54
0		10000		867		868		54		55
0		10000		867		868		55		55
1		5000		1065		1066		54		54
1		5000		1081		1082		54		55
1		5000		1081		1082		55		55
2		7000		840		841		54		54
2		7000		843		844		54		55
2		7000		843		844		55		55
3		3000		884		885		54		54
3		3000		889		890		54		55
3		3000		889		890		55		55
4		3000		1079		1080		54		54
4		3000		1103		1104		54		55
4		3000		1103		1104		55		55
5		8000		1116		1117		54		54
5		8000		1159		1160		54		55
5		8000		1159		1160		55		55
6		2000		716		717		54		54
6		2000		743		744		54		55
6		2000		743		744		55		55
7		5000		1091		1092		54		54
7		5000		1111		1112		54		55
7		5000		1111		1112		55		55
8		4000		753		754		54		54
8		4000		757		758		54		55
8		4000		757		758		55		55
9		10000		1062		1063		54		54
9		10000		1067		1068		54		55
9		10000		1067		1068		55		55
0		10000		867		868		55		55
0		10000		877		878		55		56
0		10000		877		878		56		56
1		5000		1081		1082		55		55
1		5000		1141		1142		55		56
1		5000		1141		1142		56		56
2		7000		843		844		55		55
2		7000		849		850		55		56
2		7000		849		850		56		56
3		3000		889		890		55		55
3		3000		919		920		55		56
3		3000		919		920		56		56
4		3000		1103		1104		55		55
4		3000		1168		1169		55		56
4		3000		1168		1169		56		56
5		8000		1159		1160		55		55
5		8000		1169		1170		55		56
5		8000		1169		1170		56		56
6		2000		743		744		55		55
6		2000		778		779		55		56
6		2000		778		779		56		56
7		5000		1111		1112		55		55
7		5000		1115		1116		55		56
7		5000		1115		1116		56		56
8		4000		757		758		55		55
8		4000		765		766		55		56
8		4000		765		766		56		56
9		10000		1067		1068		55		55
9		10000		1104		1105		55		56
9		10000		1104		1105		56		56
0		10000		877		878		56		56
0		10000		888		889		56		57
0		10000		888		889		57		57
1		5000		1141		1142		56		56
1		5000		1152		1153		56		57
1		5000		1152		1153		57		57
2		7000		849		850		56		56
2		7000		866		867		56		57
2		7000		866		867		57		57
3		3000		919		920		56		56
3		3000		937		938		56		57
3		3000		937		938		57		57
4		3000		1168		1169		56		56
4		3000		1190		1191		56		57
4		3000		1190		1191		57		57
5		8000		1169		1170		56		56
5		8000		1210		1211		56		57
5		8000		1210		1211		57		57
6		2000		778		779		56		56
6		2000		792		793		56		57
6		2000		792		793		57		57
7		5000		1115		1116		56		56
7		5000		1186		1187		56		57
7		5000		1186		1187		57		57
8		4000		765		766		56		56
8		4000		789		790		56		57
8		4000		789		790		57		57
9		10000		1104		1105		56		56
9		10000		1115		1116		56		57
9		10000		1115		1116		57		57
0		10000		888		889		57		57
0		10000		901		902		57		58
0		10000		901		902		58		58
1		5000		1152		1153		57		57
1		5000		1176		1177		57		58
1		5000		1176		1177		58		58
2		7000		866		867		57		57
2		7000		868		869		57		58
2		7000		868		869		58		58
3		3000		937		938		57		57
3		3000		947		948		57		58
3		3000		947		948		58		58
4		3000		1190		1191		57		57
4		3000		1203		1204		57		58
4		3000		1203		1204		58		58
5		8000		1210		1211		57		57
5		8000		1216		1217		57		58
5		8000		1216		1217		58		58
6		2000		792		793		57		57
6		2000		794		795		57		58
6		2000		794		795		58		58
7		5000		1186		1187		57		57
7		5000		1189		1190		57		58
7		5000		1189		1190		58		58
8		4000		789		790		57		57
8		4000		791		792		57		58
8		4000		791		792		58		58
9		10000		1115		1116		57		57
9		10000		1126		1127		57		58
9		10000		1126		1127		58		58
0		10000		901		902		58		58
0		10000		941		942		58		59
0		10000		941		942		59		59
1		5000		1176		1177		58		58
1		5000		1197		1198		58		59
1		5000		1197		1198		59		59
